ProductKey,ProductItemCode,Product Pre-Code,Product Name,Sub Category,Product Category,Product Color,Product Size,Product Line,Product Model Name,Product Description,Product Status
506,FR-T67Y-44,FR,"LL Touring Frame - Yellow, 44",Touring Frames,Components,Yellow,44,T ,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
507,FR-T67Y-50,FR,"LL Touring Frame - Yellow, 50",Touring Frames,Components,Yellow,50,T ,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
508,FR-T67Y-54,FR,"LL Touring Frame - Yellow, 54",Touring Frames,Components,Yellow,54,T ,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
509,FR-T67Y-58,FR,"LL Touring Frame - Yellow, 58",Touring Frames,Components,Yellow,58,T ,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
510,FR-T67U-44,FR,"LL Touring Frame - Blue, 44",Touring Frames,Components,Blue,44,T ,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
511,FR-M63S-40,FR,"ML Mountain Frame-W - Silver, 40",Mountain Frames,Components,Silver,40,M ,ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Current
512,FR-M63S-42,FR,"ML Mountain Frame-W - Silver, 42",Mountain Frames,Components,Silver,42,M ,ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Current
513,FR-M63S-46,FR,"ML Mountain Frame-W - Silver, 46",Mountain Frames,Components,Silver,46,M ,ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Current
514,RB-9231,RB,Rear Brakes,Brakes,Components,Silver,NULL,NULL,Rear Brakes,NULL,Current
515,SE-M236,SE,LL Mountain Seat/Saddle,Saddles,Components,NA,NULL,M ,LL Mountain Seat/Saddle 2,Synthetic leather. Features gel for increased comfort.,Current
516,SE-M798,SE,ML Mountain Seat/Saddle,Saddles,Components,NA,NULL,M ,ML Mountain Seat/Saddle 2,Designed to absorb shock.,Current
517,SE-M940,SE,HL Mountain Seat/Saddle,Saddles,Components,NA,NULL,M ,HL Mountain Seat/Saddle 2,Anatomic design for a full-day of riding in comfort. Durable leather.,Current
518,SE-R581,SE,LL Road Seat/Saddle,Saddles,Components,NA,NULL,R ,LL Road Seat/Saddle 1,Lightweight foam-padded saddle.,Current
519,SE-R908,SE,ML Road Seat/Saddle,Saddles,Components,NA,NULL,T ,ML Road Seat/Saddle 2,Rubber bumpers absorb bumps.,Current
520,SE-R995,SE,HL Road Seat/Saddle,Saddles,Components,NA,NULL,R ,HL Road Seat/Saddle 2,Lightweight kevlar racing saddle. Leather.,Current
521,SE-T312,SE,LL Touring Seat/Saddle,Saddles,Components,NA,NULL,T ,LL Touring Seat/Saddle,"Comfortable, ergonomically shaped gel saddle.",Current
522,SE-T762,SE,ML Touring Seat/Saddle,Saddles,Components,NA,NULL,T ,ML Touring Seat/Saddle,New design relieves pressure for long rides.,Current
523,SE-T924,SE,HL Touring Seat/Saddle,Saddles,Components,NA,NULL,T ,HL Touring Seat/Saddle,Cut-out shell for a more comfortable ride.,Current
524,FR-M21S-42,FR,"LL Mountain Frame - Silver, 42",Mountain Frames,Components,Silver,42,M ,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
525,FR-M21S-44,FR,"LL Mountain Frame - Silver, 44",Mountain Frames,Components,Silver,44,M ,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
526,FR-M21S-48,FR,"LL Mountain Frame - Silver, 48",Mountain Frames,Components,Silver,48,M ,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
527,FR-M21S-52,FR,"LL Mountain Frame - Silver, 52",Mountain Frames,Components,Silver,52,M ,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
528,TT-M928,TT,Mountain Tire Tube,Tires and Tubes,Accessories,NA,NULL,M ,Mountain Tire Tube,Self-sealing tube.,Current
529,TT-R982,TT,Road Tire Tube,Tires and Tubes,Accessories,NA,NULL,R ,Road Tire Tube,Conventional all-purpose tube.,Current
530,TT-T092,TT,Touring Tire Tube,Tires and Tubes,Accessories,NA,NULL,T ,Touring Tire Tube,General purpose tube.,Current
531,FR-M21B-42,FR,"LL Mountain Frame - Black, 42",Mountain Frames,Components,Black,42,M ,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
532,FR-M21B-44,FR,"LL Mountain Frame - Black, 44",Mountain Frames,Components,Black,44,M ,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
533,FR-M21B-48,FR,"LL Mountain Frame - Black, 48",Mountain Frames,Components,Black,48,M ,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
534,FR-M21B-52,FR,"LL Mountain Frame - Black, 52",Mountain Frames,Components,Black,52,M ,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
535,TI-M267,TI,LL Mountain Tire,Tires and Tubes,Accessories,NA,NULL,M ,LL Mountain Tire,"Comparible traction, less expensive wire bead casing.",Current
536,TI-M602,TI,ML Mountain Tire,Tires and Tubes,Accessories,NA,NULL,M ,ML Mountain Tire,"Great traction, high-density rubber.",Current
537,TI-M823,TI,HL Mountain Tire,Tires and Tubes,Accessories,NA,NULL,M ,HL Mountain Tire,"Incredible traction, lightweight carbon reinforced.",Current
538,TI-R092,TI,LL Road Tire,Tires and Tubes,Accessories,NA,NULL,R ,LL Road Tire,Same great treads as more expensive tire with a less expensive wire bead casing.,Current
539,TI-R628,TI,ML Road Tire,Tires and Tubes,Accessories,NA,NULL,R ,ML Road Tire,Higher density rubber.,Current
540,TI-R982,TI,HL Road Tire,Tires and Tubes,Accessories,NA,NULL,R ,HL Road Tire,Lightweight carbon reinforced  for an unrivaled ride at an un-compromised weight.,Current
541,TI-T723,TI,Touring Tire,Tires and Tubes,Accessories,NA,NULL,T ,Touring Tire,High-density rubber.,Current
542,PD-M282,PD,LL Mountain Pedal,Pedals,Components,Silver/Black,NULL,M ,LL Mountain Pedal,Expanded platform so you can ride in any shoes; great for all-around riding.,Current
543,PD-M340,PD,ML Mountain Pedal,Pedals,Components,Silver/Black,NULL,M ,ML Mountain Pedal,"Lightweight, durable, clipless pedal with adjustable tension.",Current
544,PD-M562,PD,HL Mountain Pedal,Pedals,Components,Silver/Black,NULL,M ,HL Mountain Pedal,Stainless steel; designed to shed mud easily.,Current
545,PD-R347,PD,LL Road Pedal,Pedals,Components,Silver/Black,NULL,R ,LL Road Pedal,Clipless pedals - aluminum.,Current
546,PD-R563,PD,ML Road Pedal,Pedals,Components,Silver/Black,NULL,R ,ML Road Pedal,Lightweight aluminum alloy construction.,Current
547,PD-R853,PD,HL Road Pedal,Pedals,Components,Silver/Black,NULL,R ,HL Road Pedal,Top-of-the-line clipless pedals with adjustable tension.,Current
548,PD-T852,PD,Touring Pedal,Pedals,Components,Silver/Black,NULL,T ,Touring Pedal,A stable pedal for all-day riding.,Current
549,FR-M63S-38,FR,"ML Mountain Frame-W - Silver, 38",Mountain Frames,Components,Silver,38,M ,ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Current
550,FR-M21B-40,FR,"LL Mountain Frame - Black, 40",Mountain Frames,Components,Black,40,M ,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
551,FR-M21S-40,FR,"LL Mountain Frame - Silver, 40",Mountain Frames,Components,Silver,40,M ,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
552,FD-2342,FD,Front Derailleur,Derailleurs,Components,Silver,NULL,NULL,Front Derailleur,Wide-link design.,Current
553,HB-T721,HB,LL Touring Handlebars,Handlebars,Components,NA,NULL,T ,LL Touring Handlebars,Unique shape reduces fatigue for entry level riders.,Current
554,HB-T928,HB,HL Touring Handlebars,Handlebars,Components,NA,NULL,T ,HL Touring Handlebars,A light yet stiff aluminum bar for long distance riding.,Current
555,FB-9873,FB,Front Brakes,Brakes,Components,Silver,NULL,NULL,Front Brakes,All-weather brake pads; provides superior stopping by applying more surface to the rim.,Current
556,CS-4759,CS,LL Crankset,Cranksets,Components,Black,NULL,NULL,LL Crankset,Super rigid spindle.,Current
557,CS-6583,CS,ML Crankset,Cranksets,Components,Black,NULL,NULL,ML Crankset,High-strength crank arm.,Current
558,CS-9183,CS,HL Crankset,Cranksets,Components,Black,NULL,NULL,HL Crankset,Triple crankset; alumunim crank arm; flawless shifting.,Current
559,CH-0234,CH,Chain,Chains,Components,Silver,NULL,NULL,Chain,Superior shifting performance.,Current
560,BK-T44U-60,BK,"Touring-2000 Blue, 60",Touring Bikes,Bikes,Blue,60,T ,Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",Current
561,BK-T79Y-46,BK,"Touring-1000 Yellow, 46",Touring Bikes,Bikes,Yellow,46,T ,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current
562,BK-T79Y-50,BK,"Touring-1000 Yellow, 50",Touring Bikes,Bikes,Yellow,50,T ,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current
563,BK-T79Y-54,BK,"Touring-1000 Yellow, 54",Touring Bikes,Bikes,Yellow,54,T ,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current
564,BK-T79Y-60,BK,"Touring-1000 Yellow, 60",Touring Bikes,Bikes,Yellow,60,T ,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current
565,BK-T18U-54,BK,"Touring-3000 Blue, 54",Touring Bikes,Bikes,Blue,54,T ,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
566,BK-T18U-58,BK,"Touring-3000 Blue, 58",Touring Bikes,Bikes,Blue,58,T ,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
567,BK-T18U-62,BK,"Touring-3000 Blue, 62",Touring Bikes,Bikes,Blue,62,T ,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
568,BK-T18Y-44,BK,"Touring-3000 Yellow, 44",Touring Bikes,Bikes,Yellow,44,T ,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
569,BK-T18Y-50,BK,"Touring-3000 Yellow, 50",Touring Bikes,Bikes,Yellow,50,T ,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
570,BK-T18Y-54,BK,"Touring-3000 Yellow, 54",Touring Bikes,Bikes,Yellow,54,T ,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
571,BK-T18Y-58,BK,"Touring-3000 Yellow, 58",Touring Bikes,Bikes,Yellow,58,T ,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
572,BK-T18Y-62,BK,"Touring-3000 Yellow, 62",Touring Bikes,Bikes,Yellow,62,T ,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
573,BK-T79U-46,BK,"Touring-1000 Blue, 46",Touring Bikes,Bikes,Blue,46,T ,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current
574,BK-T79U-50,BK,"Touring-1000 Blue, 50",Touring Bikes,Bikes,Blue,50,T ,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current
575,BK-T79U-54,BK,"Touring-1000 Blue, 54",Touring Bikes,Bikes,Blue,54,T ,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current
576,BK-T79U-60,BK,"Touring-1000 Blue, 60",Touring Bikes,Bikes,Blue,60,T ,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current
577,BK-T44U-46,BK,"Touring-2000 Blue, 46",Touring Bikes,Bikes,Blue,46,T ,Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",Current
578,BK-T44U-50,BK,"Touring-2000 Blue, 50",Touring Bikes,Bikes,Blue,50,T ,Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",Current
579,BK-T44U-54,BK,"Touring-2000 Blue, 54",Touring Bikes,Bikes,Blue,54,T ,Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",Current
580,BK-R79Y-40,BK,"Road-350-W Yellow, 40",Road Bikes,Bikes,Yellow,40,R ,Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",Current
581,BK-R79Y-42,BK,"Road-350-W Yellow, 42",Road Bikes,Bikes,Yellow,42,R ,Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",Current
582,BK-R79Y-44,BK,"Road-350-W Yellow, 44",Road Bikes,Bikes,Yellow,44,R ,Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",Current
583,BK-R79Y-48,BK,"Road-350-W Yellow, 48",Road Bikes,Bikes,Yellow,48,R ,Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",Current
584,BK-R19B-58,BK,"Road-750 Black, 58",Road Bikes,Bikes,Black,58,R ,Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,Current
585,BK-T18U-44,BK,"Touring-3000 Blue, 44",Touring Bikes,Bikes,Blue,44,T ,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
586,BK-T18U-50,BK,"Touring-3000 Blue, 50",Touring Bikes,Bikes,Blue,50,T ,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
587,BK-M38S-38,BK,"Mountain-400-W Silver, 38",Mountain Bikes,Bikes,Silver,38,M ,Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",Current
588,BK-M38S-40,BK,"Mountain-400-W Silver, 40",Mountain Bikes,Bikes,Silver,40,M ,Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",Current
589,BK-M38S-42,BK,"Mountain-400-W Silver, 42",Mountain Bikes,Bikes,Silver,42,M ,Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",Current
590,BK-M38S-46,BK,"Mountain-400-W Silver, 46",Mountain Bikes,Bikes,Silver,46,M ,Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",Current
591,BK-M18S-40,BK,"Mountain-500 Silver, 40",Mountain Bikes,Bikes,Silver,40,M ,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current
592,BK-M18S-42,BK,"Mountain-500 Silver, 42",Mountain Bikes,Bikes,Silver,42,M ,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current
593,BK-M18S-44,BK,"Mountain-500 Silver, 44",Mountain Bikes,Bikes,Silver,44,M ,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current
594,BK-M18S-48,BK,"Mountain-500 Silver, 48",Mountain Bikes,Bikes,Silver,48,M ,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current
595,BK-M18S-52,BK,"Mountain-500 Silver, 52",Mountain Bikes,Bikes,Silver,52,M ,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current
596,BK-M18B-40,BK,"Mountain-500 Black, 40",Mountain Bikes,Bikes,Black,40,M ,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current
597,BK-M18B-42,BK,"Mountain-500 Black, 42",Mountain Bikes,Bikes,Black,42,M ,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current
598,BK-M18B-44,BK,"Mountain-500 Black, 44",Mountain Bikes,Bikes,Black,44,M ,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current
599,BK-M18B-48,BK,"Mountain-500 Black, 48",Mountain Bikes,Bikes,Black,48,M ,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current
600,BK-M18B-52,BK,"Mountain-500 Black, 52",Mountain Bikes,Bikes,Black,52,M ,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current
601,BB-7421,BB,LL Bottom Bracket,Bottom Brackets,Components,NA,NULL,NULL,LL Bottom Bracket,Chromoly steel.,Current
602,BB-8107,BB,ML Bottom Bracket,Bottom Brackets,Components,NA,NULL,NULL,ML Bottom Bracket,Aluminum alloy cups; large diameter spindle.,Current
603,BB-9108,BB,HL Bottom Bracket,Bottom Brackets,Components,NA,NULL,NULL,HL Bottom Bracket,Aluminum alloy cups and a hollow axle.,Current
604,BK-R19B-44,BK,"Road-750 Black, 44",Road Bikes,Bikes,Black,44,R ,Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,Current
605,BK-R19B-48,BK,"Road-750 Black, 48",Road Bikes,Bikes,Black,48,R ,Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,Current
606,BK-R19B-52,BK,"Road-750 Black, 52",Road Bikes,Bikes,Black,52,R ,Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,Current
